Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
105,Exit short,2025-01-09 02:26,Exit Short,21283.5,1,21302.25,37.5,0.09,41,0.10,-55,-0.13,166,1.66
105,Entry short,2025-01-08 23:46,Short,21302.25,1,21302.25,37.5,0.09,41,0.10,-55,-0.13,166,1.66
106,Exit short,2025-01-09 05:41,Exit Short,21328,1,21248.25,-159.5,-0.38,61.5,0.14,-173.5,-0.41,6.5,0.07
106,Entry short,2025-01-09 02:57,Short,21248.25,1,21248.25,-159.5,-0.38,61.5,0.14,-173.5,-0.41,6.5,0.07
107,Exit long,2025-01-09 19:10,Exit Long,21216.75,1,21328,-222.5,-0.52,12.5,0.03,-233,-0.55,-216,-2.16
107,Entry long,2025-01-09 05:41,Long,21328,1,21328,-222.5,-0.52,12.5,0.03,-233,-0.55,-216,-2.16
108,Exit short,2025-01-09 19:20,Exit Short,21184.75,1,21216.75,64,0.15,75.5,0.18,-23.5,-0.06,-152,-1.52
108,Entry short,2025-01-09 19:10,Short,21216.75,1,21216.75,64,0.15,75.5,0.18,-23.5,-0.06,-152,-1.52
109,Exit long,2025-01-09 21:19,Exit Long,21259.5,1,21248,23,0.05,29,0.07,-22.5,-0.05,-129,-1.29
109,Entry long,2025-01-09 20:41,Long,21248,1,21248,23,0.05,29,0.07,-22.5,-0.05,-129,-1.29
110,Exit long,2025-01-09 21:55,Exit Long,21275.5,1,21265.5,20,0.05,24.5,0.06,-7.5,-0.02,-109,-1.09
110,Entry long,2025-01-09 21:42,Long,21265.5,1,21265.5,20,0.05,24.5,0.06,-7.5,-0.02,-109,-1.09
111,Exit long,2025-01-09 22:50,Exit Long,21304,1,21291.5,25,0.06,29.5,0.07,-17,-0.04,-84,-0.84
111,Entry long,2025-01-09 22:25,Long,21291.5,1,21291.5,25,0.06,29.5,0.07,-17,-0.04,-84,-0.84
112,Exit short,2025-01-10 01:52,Exit Short,21249.5,1,21270.5,42,0.10,47,0.11,0,0.00,-42,-0.42
112,Entry short,2025-01-10 01:39,Short,21270.5,1,21270.5,42,0.10,47,0.11,0,0.00,-42,-0.42
113,Exit long,2025-01-10 06:09,Exit Long,21335,1,21318.25,33.5,0.08,40,0.09,-21,-0.05,-8.5,-0.08
113,Entry long,2025-01-10 05:53,Long,21318.25,1,21318.25,33.5,0.08,40,0.09,-21,-0.05,-8.5,-0.08
114,Exit long,2025-01-10 13:14,Exit Long,21074.25,1,21035.75,77,0.18,90,0.21,0,0.00,68.5,0.69
114,Entry long,2025-01-10 13:07,Long,21035.75,1,21035.75,77,0.18,90,0.21,0,0.00,68.5,0.69
115,Exit long,2025-01-10 13:58,Exit Long,21172.25,1,21121,102.5,0.24,107.5,0.25,-34.5,-0.08,171,1.71
115,Entry long,2025-01-10 13:34,Long,21121,1,21121,102.5,0.24,107.5,0.25,-34.5,-0.08,171,1.71
116,Exit short,2025-01-10 16:40,Exit Short,20994.75,1,21005,20.5,0.05,28,0.07,-56,-0.13,191.5,1.92
116,Entry short,2025-01-10 16:02,Short,21005,1,21005,20.5,0.05,28,0.07,-56,-0.13,191.5,1.92
117,Exit short,2025-01-12 18:06,Exit Short,20956.25,1,20994.25,76,0.18,78.5,0.19,-69,-0.16,267.5,2.68
117,Entry short,2025-01-10 16:56,Short,20994.25,1,20994.25,76,0.18,78.5,0.19,-69,-0.16,267.5,2.68
118,Exit short,2025-01-13 03:30,Exit Short,20823.25,1,20868.75,91,0.22,106.5,0.26,-121,-0.29,358.5,3.59
118,Entry short,2025-01-12 22:56,Short,20868.75,1,20868.75,91,0.22,106.5,0.26,-121,-0.29,358.5,3.59
119,Exit long,2025-01-13 07:37,Exit Long,20796,1,20768,56,0.13,68.5,0.16,-85.5,-0.21,414.5,4.15
119,Entry long,2025-01-13 06:06,Long,20768,1,20768,56,0.13,68.5,0.16,-85.5,-0.21,414.5,4.15
120,Exit long,2025-01-13 08:42,Exit Long,20841.25,1,20835.5,11.5,0.03,20.5,0.05,-110.5,-0.27,426,4.26
120,Entry long,2025-01-13 07:51,Long,20835.5,1,20835.5,11.5,0.03,20.5,0.05,-110.5,-0.27,426,4.26
121,Exit long,2025-01-13 13:31,Exit Long,20899.75,1,20866.25,67,0.16,83.5,0.20,-21,-0.05,493,4.93
121,Entry long,2025-01-13 12:58,Long,20866.25,1,20866.25,67,0.16,83.5,0.20,-21,-0.05,493,4.93
122,Exit long,2025-01-13 14:43,Exit Long,20925.25,1,20907.5,35.5,0.08,37.5,0.09,-146,-0.35,528.5,5.29
122,Entry long,2025-01-13 13:50,Long,20907.5,1,20907.5,35.5,0.08,37.5,0.09,-146,-0.35,528.5,5.29
123,Exit long,2025-01-13 18:06,Exit Long,21032,1,20992.75,78.5,0.19,81.5,0.19,-3.5,-0.01,607,6.07
123,Entry long,2025-01-13 16:59,Long,20992.75,1,20992.75,78.5,0.19,81.5,0.19,-3.5,-0.01,607,6.07
124,Exit long,2025-01-14 03:23,Exit Long,21098.25,1,21070,56.5,0.13,58.5,0.14,-3,-0.01,663.5,6.64
124,Entry long,2025-01-14 03:15,Long,21070,1,21070,56.5,0.13,58.5,0.14,-3,-0.01,663.5,6.64
125,Exit long,2025-01-14 03:48,Exit Long,21130,1,21099,62,0.15,67,0.16,-1.5,0.00,725.5,7.26
125,Entry long,2025-01-14 03:41,Long,21099,1,21099,62,0.15,67,0.16,-1.5,0.00,725.5,7.26
126,Exit short,2025-01-14 05:28,Exit Short,21074.5,1,21087.5,26,0.06,29,0.07,-41,-0.10,751.5,7.52
126,Entry short,2025-01-14 05:01,Short,21087.5,1,21087.5,26,0.06,29,0.07,-41,-0.10,751.5,7.52
127,Exit short,2025-01-14 07:09,Exit Short,21009.75,1,21044.25,69,0.16,70,0.17,-28.5,-0.07,820.5,8.21
127,Entry short,2025-01-14 06:47,Short,21044.25,1,21044.25,69,0.16,70,0.17,-28.5,-0.07,820.5,8.21
128,Exit short,2025-01-14 11:44,Exit Short,20846.5,1,20904,115,0.28,118,0.28,-50.5,-0.12,935.5,9.35
128,Entry short,2025-01-14 11:30,Short,20904,1,20904,115,0.28,118,0.28,-50.5,-0.12,935.5,9.35
129,Exit short,2025-01-14 14:08,Exit Short,21001.25,1,20833.5,-335.5,-0.81,84,0.20,-353,-0.85,600,6.00
129,Entry short,2025-01-14 12:32,Short,20833.5,1,20833.5,-335.5,-0.81,84,0.20,-353,-0.85,600,6.00
130,Exit long,2025-01-15 03:01,Exit Long,20922,1,21001.25,-158.5,-0.38,23.5,0.06,-456,-1.09,441.5,4.42
130,Entry long,2025-01-14 14:08,Long,21001.25,1,21001.25,-158.5,-0.38,23.5,0.06,-456,-1.09,441.5,4.42
131,Exit short,2025-01-15 06:27,Exit Short,20974.5,1,20922,-105,-0.25,26.5,0.06,-107,-0.26,336.5,3.37
131,Entry short,2025-01-15 03:01,Short,20922,1,20922,-105,-0.25,26.5,0.06,-107,-0.26,336.5,3.37
132,Exit long,2025-01-15 06:41,Exit Long,20990,1,20974.5,31,0.07,35,0.08,-19,-0.05,367.5,3.68
132,Entry long,2025-01-15 06:27,Long,20974.5,1,20974.5,31,0.07,35,0.08,-19,-0.05,367.5,3.68
133,Exit long,2025-01-15 08:32,Exit Long,21193.5,1,21007.5,372,0.89,421,1.00,-100,-0.24,739.5,7.40
133,Entry long,2025-01-15 07:06,Long,21007.5,1,21007.5,372,0.89,421,1.00,-100,-0.24,739.5,7.40
134,Exit long,2025-01-15 14:14,Exit Long,21400.25,1,21384.75,31,0.07,33.5,0.08,-27,-0.06,770.5,7.70
134,Entry long,2025-01-15 13:43,Long,21384.75,1,21384.75,31,0.07,33.5,0.08,-27,-0.06,770.5,7.70
135,Exit long,2025-01-15 14:34,Exit Long,21422.25,1,21402.75,39,0.09,48,0.11,-1,0.00,809.5,8.09
135,Entry long,2025-01-15 14:27,Long,21402.75,1,21402.75,39,0.09,48,0.11,-1,0.00,809.5,8.09
136,Exit long,2025-01-15 15:26,Exit Long,21449.75,1,21431.5,36.5,0.09,37,0.09,-7.5,-0.02,846,8.46
136,Entry long,2025-01-15 15:11,Long,21431.5,1,21431.5,36.5,0.09,37,0.09,-7.5,-0.02,846,8.46
137,Exit short,2025-01-16 01:58,Exit Short,21446.25,1,21373.5,-145.5,-0.34,41.5,0.10,-162,-0.38,700.5,7.01
137,Entry short,2025-01-15 16:36,Short,21373.5,1,21373.5,-145.5,-0.34,41.5,0.10,-162,-0.38,700.5,7.01
138,Exit long,2025-01-16 02:11,Exit Long,21481.75,1,21446.25,71,0.17,77.5,0.18,-28.5,-0.07,771.5,7.72
138,Entry long,2025-01-16 01:58,Long,21446.25,1,21446.25,71,0.17,77.5,0.18,-28.5,-0.07,771.5,7.72
139,Exit short,2025-01-16 07:56,Exit Short,21441.5,1,21461,39,0.09,43,0.10,-116,-0.27,810.5,8.11
139,Entry short,2025-01-16 04:41,Short,21461,1,21461,39,0.09,43,0.10,-116,-0.27,810.5,8.11
140,Exit long,2025-01-17 02:35,Exit Long,21262,1,21478.5,-433,-1.01,43,0.10,-613.5,-1.43,377.5,3.78
140,Entry long,2025-01-16 09:14,Long,21478.5,1,21478.5,-433,-1.01,43,0.10,-613.5,-1.43,377.5,3.78
141,Exit short,2025-01-17 03:42,Exit Short,21299,1,21262,-74,-0.17,21,0.05,-77,-0.18,303.5,3.03
141,Entry short,2025-01-17 02:35,Short,21262,1,21262,-74,-0.17,21,0.05,-77,-0.18,303.5,3.03
142,Exit long,2025-01-17 03:58,Exit Long,21316.5,1,21299,35,0.08,40,0.09,-19.5,-0.05,338.5,3.39
142,Entry long,2025-01-17 03:42,Long,21299,1,21299,35,0.08,40,0.09,-19.5,-0.05,338.5,3.39
143,Exit long,2025-01-17 08:59,Exit Long,21531,1,21496,70,0.16,82.5,0.19,-9,-0.02,408.5,4.09
143,Entry long,2025-01-17 08:42,Long,21496,1,21496,70,0.16,82.5,0.19,-9,-0.02,408.5,4.09
144,Exit long,2025-01-17 11:28,Exit Long,21633.25,1,21625.25,16,0.04,109.5,0.25,-288.5,-0.67,424.5,4.25
144,Entry long,2025-01-17 09:27,Long,21625.25,1,21625.25,16,0.04,109.5,0.25,-288.5,-0.67,424.5,4.25
145,Exit short,2025-01-20 01:41,Exit Short,21583.5,1,21541.75,-83.5,-0.19,29,0.07,-88.5,-0.21,341,3.41
145,Entry short,2025-01-19 18:33,Short,21541.75,1,21541.75,-83.5,-0.19,29,0.07,-88.5,-0.21,341,3.41
146,Exit long,2025-01-20 01:49,Exit Long,21592.75,1,21583.5,18.5,0.04,21,0.05,-3,-0.01,359.5,3.60
146,Entry long,2025-01-20 01:41,Long,21583.5,1,21583.5,18.5,0.04,21,0.05,-3,-0.01,359.5,3.60
147,Exit long,2025-01-20 07:58,Exit Long,21582.5,1,21632.5,-100,-0.23,10.5,0.02,-124,-0.29,259.5,2.60
147,Entry long,2025-01-20 03:06,Long,21632.5,1,21632.5,-100,-0.23,10.5,0.02,-124,-0.29,259.5,2.60
148,Exit short,2025-01-20 08:04,Exit Short,21564,1,21582.5,37,0.09,50.5,0.12,-8,-0.02,296.5,2.97
148,Entry short,2025-01-20 07:58,Short,21582.5,1,21582.5,37,0.09,50.5,0.12,-8,-0.02,296.5,2.97
149,Exit short,2025-01-20 18:47,Exit Short,21733.5,1,21564.25,-338.5,-0.78,52.5,0.12,-431.5,-1.00,-42,-0.42
149,Entry short,2025-01-20 08:30,Short,21564.25,1,21564.25,-338.5,-0.78,52.5,0.12,-431.5,-1.00,-42,-0.42
150,Exit long,2025-01-20 19:15,Exit Long,21742.75,1,21733.5,18.5,0.04,25,0.06,-23,-0.05,-23.5,-0.23
150,Entry long,2025-01-20 18:47,Long,21733.5,1,21733.5,18.5,0.04,25,0.06,-23,-0.05,-23.5,-0.23
151,Exit long,2025-01-21 05:00,Exit Long,21707.75,1,21662.5,90.5,0.21,91.5,0.21,-13,-0.03,67,0.67
151,Entry long,2025-01-21 04:06,Long,21662.5,1,21662.5,90.5,0.21,91.5,0.21,-13,-0.03,67,0.67
152,Exit long,2025-01-21 09:55,Exit Long,21583.75,1,21733,-298.5,-0.69,9.5,0.02,-321,-0.74,-231.5,-2.31
152,Entry long,2025-01-21 09:01,Long,21733,1,21733,-298.5,-0.69,9.5,0.02,-321,-0.74,-231.5,-2.31
153,Exit short,2025-01-21 12:27,Exit Short,21682.5,1,21583.75,-197.5,-0.46,116.5,0.27,-202.5,-0.47,-429,-4.29
153,Entry short,2025-01-21 09:55,Short,21583.75,1,21583.75,-197.5,-0.46,116.5,0.27,-202.5,-0.47,-429,-4.29
154,Exit long,2025-01-21 12:42,Exit Long,21707.25,1,21682.5,49.5,0.11,57.5,0.13,-4,-0.01,-379.5,-3.79
154,Entry long,2025-01-21 12:27,Long,21682.5,1,21682.5,49.5,0.11,57.5,0.13,-4,-0.01,-379.5,-3.79
155,Exit long,2025-01-21 13:17,Exit Long,21771.5,1,21740.5,62,0.14,63,0.14,-21.5,-0.05,-317.5,-3.17
155,Entry long,2025-01-21 13:05,Long,21740.5,1,21740.5,62,0.14,63,0.14,-21.5,-0.05,-317.5,-3.17
156,Exit long,2025-01-21 18:52,Exit Long,21808.5,1,21786.75,43.5,0.10,66.5,0.15,-35.5,-0.08,-274,-2.74
156,Entry long,2025-01-21 18:01,Long,21786.75,1,21786.75,43.5,0.10,66.5,0.15,-35.5,-0.08,-274,-2.74
157,Exit long,2025-01-21 22:31,Exit Long,21851,1,21846.25,9.5,0.02,13,0.03,-34,-0.08,-264.5,-2.64
157,Entry long,2025-01-21 21:35,Long,21846.25,1,21846.25,9.5,0.02,13,0.03,-34,-0.08,-264.5,-2.64
158,Exit long,2025-01-21 23:38,Exit Long,21866.25,1,21857.75,17,0.04,17.5,0.04,-2,0.00,-247.5,-2.47
158,Entry long,2025-01-21 23:31,Long,21857.75,1,21857.75,17,0.04,17.5,0.04,-2,0.00,-247.5,-2.47
159,Exit long,2025-01-22 08:37,Exit Long,21928.5,1,21917.75,21.5,0.05,25,0.06,-12.5,-0.03,-226,-2.26
159,Entry long,2025-01-22 08:13,Long,21917.75,1,21917.75,21.5,0.05,25,0.06,-12.5,-0.03,-226,-2.26
160,Exit long,2025-01-22 10:48,Exit Long,22038.75,1,22024.25,29,0.07,37,0.08,-54,-0.12,-197,-1.97
160,Entry long,2025-01-22 10:09,Long,22024.25,1,22024.25,29,0.07,37,0.08,-54,-0.12,-197,-1.97
161,Exit short,2025-01-22 14:41,Exit Short,22012.75,1,22016.5,7.5,0.02,14,0.03,-69.5,-0.16,-189.5,-1.90
161,Entry short,2025-01-22 13:26,Short,22016.5,1,22016.5,7.5,0.02,14,0.03,-69.5,-0.16,-189.5,-1.90
162,Exit short,2025-01-22 18:30,Exit Short,21963.25,1,21971.25,16,0.04,26.5,0.06,-28,-0.06,-173.5,-1.73
162,Entry short,2025-01-22 16:45,Short,21971.25,1,21971.25,16,0.04,26.5,0.06,-28,-0.06,-173.5,-1.73
163,Exit short,2025-01-23 03:03,Exit Short,21906,1,21938.75,65.5,0.15,69.5,0.16,-19,-0.04,-108,-1.08
163,Entry short,2025-01-23 02:07,Short,21938.75,1,21938.75,65.5,0.15,69.5,0.16,-19,-0.04,-108,-1.08
164,Exit short,2025-01-23 03:43,Exit Short,21876.25,1,21899.5,46.5,0.11,49,0.11,-2.5,-0.01,-61.5,-0.61
164,Entry short,2025-01-23 03:31,Short,21899.5,1,21899.5,46.5,0.11,49,0.11,-2.5,-0.01,-61.5,-0.61
165,Exit short,2025-01-23 05:15,Exit Short,21897.75,1,21873.75,-48,-0.11,36.5,0.08,-55,-0.13,-109.5,-1.09
165,Entry short,2025-01-23 04:12,Short,21873.75,1,21873.75,-48,-0.11,36.5,0.08,-55,-0.13,-109.5,-1.09
166,Exit long,2025-01-23 08:04,Exit Long,21905.25,1,21897.75,15,0.03,20,0.05,-51,-0.12,-94.5,-0.94
166,Entry long,2025-01-23 05:15,Long,21897.75,1,21897.75,15,0.03,20,0.05,-51,-0.12,-94.5,-0.94
167,Exit long,2025-01-23 15:56,Exit Long,22022.25,1,21972,100.5,0.23,103.5,0.24,-96.5,-0.22,6,0.06
167,Entry long,2025-01-23 13:33,Long,21972,1,21972,100.5,0.23,103.5,0.24,-96.5,-0.22,6,0.06
168,Exit long,2025-01-24 02:51,Exit Long,21983,1,22050.5,-135,-0.31,16.5,0.04,-142.5,-0.32,-129,-1.29
168,Entry long,2025-01-23 21:56,Long,22050.5,1,22050.5,-135,-0.31,16.5,0.04,-142.5,-0.32,-129,-1.29
169,Exit short,2025-01-24 03:58,Exit Short,21979.5,1,21983,7,0.02,23.5,0.05,-51.5,-0.12,-122,-1.22
169,Entry short,2025-01-24 02:51,Short,21983,1,21983,7,0.02,23.5,0.05,-51.5,-0.12,-122,-1.22
170,Exit short,2025-01-24 13:52,Exit Short,21899.25,1,21921.5,44.5,0.10,56.5,0.13,-11,-0.03,-77.5,-0.77
170,Entry short,2025-01-24 13:39,Short,21921.5,1,21921.5,44.5,0.10,56.5,0.13,-11,-0.03,-77.5,-0.77
171,Exit short,2025-01-27 00:31,Exit Short,21445,1,21502.25,114.5,0.27,131.5,0.31,-121.5,-0.28,37,0.37
171,Entry short,2025-01-26 21:17,Short,21502.25,1,21502.25,114.5,0.27,131.5,0.31,-121.5,-0.28,37,0.37
172,Exit short,2025-01-27 01:34,Exit Short,21395.5,1,21417.25,43.5,0.10,60,0.14,-41.5,-0.10,80.5,0.81
172,Entry short,2025-01-27 01:10,Short,21417.25,1,21417.25,43.5,0.10,60,0.14,-41.5,-0.10,80.5,0.81
173,Exit short,2025-01-27 03:12,Exit Short,21264.25,1,21333.25,138,0.32,144.5,0.34,-45.5,-0.11,218.5,2.19
173,Entry short,2025-01-27 02:39,Short,21333.25,1,21333.25,138,0.32,144.5,0.34,-45.5,-0.11,218.5,2.19
174,Exit short,2025-01-27 04:57,Exit Short,21167,1,21212.25,90.5,0.21,98.5,0.23,-114,-0.27,309,3.09
174,Entry short,2025-01-27 03:41,Short,21212.25,1,21212.25,90.5,0.21,98.5,0.23,-114,-0.27,309,3.09
175,Exit short,2025-01-27 05:21,Exit Short,21064.75,1,21115.5,101.5,0.24,113,0.27,-5.5,-0.01,410.5,4.11
175,Entry short,2025-01-27 05:15,Short,21115.5,1,21115.5,101.5,0.24,113,0.27,-5.5,-0.01,410.5,4.11
176,Exit long,2025-01-27 09:41,Exit Long,21271.75,1,21162,219.5,0.52,259,0.61,-117.5,-0.28,630,6.30
176,Entry long,2025-01-27 08:28,Long,21162,1,21162,219.5,0.52,259,0.61,-117.5,-0.28,630,6.30
177,Exit long,2025-01-28 07:31,Exit Long,21259,1,21419.75,-321.5,-0.75,7,0.02,-324.5,-0.76,308.5,3.09
177,Entry long,2025-01-28 05:21,Long,21419.75,1,21419.75,-321.5,-0.75,7,0.02,-324.5,-0.76,308.5,3.09
178,Exit short,2025-01-28 09:44,Exit Short,21184.25,1,21259,149.5,0.35,157,0.37,-197,-0.46,458,4.58
178,Entry short,2025-01-28 07:31,Short,21259,1,21259,149.5,0.35,157,0.37,-197,-0.46,458,4.58
179,Exit long,2025-01-28 12:05,Exit Long,21496.25,1,21450.75,91,0.21,91,0.21,-127,-0.30,549,5.49
179,Entry long,2025-01-28 10:59,Long,21450.75,1,21450.75,91,0.21,91,0.21,-127,-0.30,549,5.49
180,Exit long,2025-01-28 13:20,Exit Long,21581,1,21557.5,47,0.11,53,0.12,-67.5,-0.16,596,5.96
180,Entry long,2025-01-28 12:35,Long,21557.5,1,21557.5,47,0.11,53,0.12,-67.5,-0.16,596,5.96
181,Exit long,2025-01-29 01:41,Exit Long,21675,1,21605.75,138.5,0.32,148,0.34,-57.5,-0.13,734.5,7.35
181,Entry long,2025-01-28 23:43,Long,21605.75,1,21605.75,138.5,0.32,148,0.34,-57.5,-0.13,734.5,7.35
182,Exit long,2025-01-29 08:46,Exit Long,21568.75,1,21689.25,-241,-0.56,16,0.04,-258,-0.59,493.5,4.93
182,Entry long,2025-01-29 03:32,Long,21689.25,1,21689.25,-241,-0.56,16,0.04,-258,-0.59,493.5,4.93
183,Exit short,2025-01-29 09:33,Exit Short,21554.25,1,21568.75,29,0.07,42,0.10,-116.5,-0.27,522.5,5.23
183,Entry short,2025-01-29 08:46,Short,21568.75,1,21568.75,29,0.07,42,0.10,-116.5,-0.27,522.5,5.23
184,Exit long,2025-01-29 16:24,Exit Long,21570,1,21551.75,36.5,0.08,98.5,0.23,-316.5,-0.73,559,5.59
184,Entry long,2025-01-29 15:23,Long,21551.75,1,21551.75,36.5,0.08,98.5,0.23,-316.5,-0.73,559,5.59
185,Exit long,2025-01-29 20:16,Exit Long,21620.75,1,21581.25,79,0.18,81,0.19,-13,-0.03,638,6.38
185,Entry long,2025-01-29 19:43,Long,21581.25,1,21581.25,79,0.18,81,0.19,-13,-0.03,638,6.38
186,Exit long,2025-01-29 21:23,Exit Long,21672,1,21663,18,0.04,20,0.05,-24.5,-0.06,656,6.56
186,Entry long,2025-01-29 21:02,Long,21663,1,21663,18,0.04,20,0.05,-24.5,-0.06,656,6.56
187,Exit long,2025-01-30 02:01,Exit Long,21626.25,1,21675,-97.5,-0.22,10,0.02,-98,-0.23,558.5,5.59
187,Entry long,2025-01-29 21:34,Long,21675,1,21675,-97.5,-0.22,10,0.02,-98,-0.23,558.5,5.59
188,Exit short,2025-01-30 03:18,Exit Short,21688,1,21626.25,-123.5,-0.29,6.5,0.02,-127,-0.29,435,4.35
188,Entry short,2025-01-30 02:01,Short,21626.25,1,21626.25,-123.5,-0.29,6.5,0.02,-127,-0.29,435,4.35
189,Exit long,2025-01-30 05:10,Exit Long,21633.5,1,21688,-109,-0.25,43,0.10,-118,-0.27,326,3.26
189,Entry long,2025-01-30 03:18,Long,21688,1,21688,-109,-0.25,43,0.10,-118,-0.27,326,3.26
190,Exit short,2025-01-30 05:21,Exit Short,21612.5,1,21633.5,42,0.10,47,0.11,-16.5,-0.04,368,3.68
190,Entry short,2025-01-30 05:10,Short,21633.5,1,21633.5,42,0.10,47,0.11,-16.5,-0.04,368,3.68
191,Exit long,2025-01-30 09:50,Exit Long,21735.75,1,21663.25,145,0.33,150,0.35,-132,-0.30,513,5.13
191,Entry long,2025-01-30 08:32,Long,21663.25,1,21663.25,145,0.33,150,0.35,-132,-0.30,513,5.13
192,Exit short,2025-01-30 11:13,Exit Short,21460.25,1,21519,117.5,0.27,170.5,0.40,-32,-0.07,630.5,6.31
192,Entry short,2025-01-30 10:53,Short,21519,1,21519,117.5,0.27,170.5,0.40,-32,-0.07,630.5,6.31
193,Exit long,2025-01-30 14:49,Exit Long,21635.5,1,21610.75,49.5,0.11,50,0.12,-26.5,-0.06,680,6.80
193,Entry long,2025-01-30 14:11,Long,21610.75,1,21610.75,49.5,0.11,50,0.12,-26.5,-0.06,680,6.80
194,Exit long,2025-01-30 19:41,Exit Long,21707,1,21678.5,57,0.13,93,0.21,-311,-0.72,737,7.37
194,Entry long,2025-01-30 15:14,Long,21678.5,1,21678.5,57,0.13,93,0.21,-311,-0.72,737,7.37
195,Exit long,2025-01-31 09:32,Exit Long,21834.5,1,21806.75,55.5,0.13,63,0.14,-113.5,-0.26,792.5,7.93
195,Entry long,2025-01-31 06:57,Long,21806.75,1,21806.75,55.5,0.13,63,0.14,-113.5,-0.26,792.5,7.93
196,Exit long,2025-01-31 10:36,Exit Long,21930.75,1,21908.75,44,0.10,49.5,0.11,-72,-0.16,836.5,8.37
196,Entry long,2025-01-31 10:12,Long,21908.75,1,21908.75,44,0.10,49.5,0.11,-72,-0.16,836.5,8.37
197,Exit long,2025-01-31 12:30,Exit Long,21935.25,1,21933,4.5,0.01,65.5,0.15,-137,-0.31,841,8.41
197,Entry long,2025-01-31 10:53,Long,21933,1,21933,4.5,0.01,65.5,0.15,-137,-0.31,841,8.41
198,Exit short,2025-01-31 14:09,Exit Short,21696.5,1,21749,105,0.24,153.5,0.35,-64,-0.15,946,9.46
198,Entry short,2025-01-31 13:53,Short,21749,1,21749,105,0.24,153.5,0.35,-64,-0.15,946,9.46
199,Exit short,2025-01-31 14:47,Exit Short,21592.5,1,21684.5,184,0.42,199.5,0.46,-7,-0.02,1130,11.30
199,Entry short,2025-01-31 14:37,Short,21684.5,1,21684.5,184,0.42,199.5,0.46,-7,-0.02,1130,11.30
200,Exit short,2025-01-31 15:40,Exit Short,21547.5,1,21602,109,0.25,127.5,0.30,-38,-0.09,1239,12.39
200,Entry short,2025-01-31 15:03,Short,21602,1,21602,109,0.25,127.5,0.30,-38,-0.09,1239,12.39
201,Exit short,2025-02-02 21:41,Exit Short,21009.75,1,21040,60.5,0.14,77.5,0.18,-8.5,-0.02,1299.5,13.00
201,Entry short,2025-02-02 21:33,Short,21040,1,21040,60.5,0.14,77.5,0.18,-8.5,-0.02,1299.5,13.00
202,Exit long,2025-02-04 10:12,Exit Long,21644.25,1,21582,124.5,0.29,148.5,0.34,-682.5,-1.58,1424,14.24
202,Entry long,2025-02-03 18:01,Long,21582,1,21582,124.5,0.29,148.5,0.34,-682.5,-1.58,1424,14.24
203,Exit long,2025-02-04 14:21,Exit Long,21676.5,1,21671.25,10.5,0.02,47,0.11,-242,-0.56,1434.5,14.35
203,Entry long,2025-02-04 10:39,Long,21671.25,1,21671.25,10.5,0.02,47,0.11,-242,-0.56,1434.5,14.35
204,Exit long,2025-02-04 15:56,Exit Long,21674,1,21650,48,0.11,69.5,0.16,-26.5,-0.06,1482.5,14.83
204,Entry long,2025-02-04 15:38,Long,21650,1,21650,48,0.11,69.5,0.16,-26.5,-0.06,1482.5,14.83
205,Exit short,2025-02-04 20:58,Exit Short,21568,1,21578,20,0.05,58.5,0.14,-93,-0.22,1502.5,15.02
205,Entry short,2025-02-04 16:59,Short,21578,1,21578,20,0.05,58.5,0.14,-93,-0.22,1502.5,15.02
206,Exit short,2025-02-04 22:58,Exit Short,21542.5,1,21563.25,41.5,0.10,52.5,0.12,-50.5,-0.12,1544,15.44
206,Entry short,2025-02-04 21:25,Short,21563.25,1,21563.25,41.5,0.10,52.5,0.12,-50.5,-0.12,1544,15.44
207,Exit short,2025-02-05 01:45,Exit Short,21517,1,21536.25,38.5,0.09,57,0.13,-26.5,-0.06,1582.5,15.83
207,Entry short,2025-02-05 00:53,Short,21536.25,1,21536.25,38.5,0.09,57,0.13,-26.5,-0.06,1582.5,15.83
208,Exit short,2025-02-05 03:44,Exit Short,21464.75,1,21494.5,59.5,0.14,69,0.16,-92.5,-0.22,1642,16.42
208,Entry short,2025-02-05 02:35,Short,21494.5,1,21494.5,59.5,0.14,69,0.16,-92.5,-0.22,1642,16.42
209,Exit long,2025-02-05 09:29,Exit Long,21553.75,1,21514,79.5,0.18,83.5,0.19,-56.5,-0.13,1721.5,17.22
209,Entry long,2025-02-05 08:09,Long,21514,1,21514,79.5,0.18,83.5,0.19,-56.5,-0.13,1721.5,17.22
210,Exit long,2025-02-05 11:46,Exit Long,21658.5,1,21589.25,138.5,0.32,140,0.32,-176.5,-0.41,1860,18.60
210,Entry long,2025-02-05 10:01,Long,21589.25,1,21589.25,138.5,0.32,140,0.32,-176.5,-0.41,1860,18.60
211,Exit long,2025-02-05 23:36,Exit Long,21794.25,1,21786.25,16,0.04,17.5,0.04,-34.5,-0.08,1876,18.76
211,Entry long,2025-02-05 22:01,Long,21786.25,1,21786.25,16,0.04,17.5,0.04,-34.5,-0.08,1876,18.76
212,Exit long,2025-02-06 03:17,Exit Long,21774.75,1,21827,-104.5,-0.24,12,0.03,-112.5,-0.26,1771.5,17.72
